epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
136,5125.94,0.69053,0.59295,1.14485,0.93491,0.9086,0.95035,0.73262,0.83556,0.51955,1.21955,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,5163.64,0.69226,0.59036,1.14848,0.94387,0.89753,0.94797,0.73305,0.83929,0.51804,1.21952,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,5201.57,0.69594,0.58681,1.1452,0.93973,0.89623,0.9476,0.73298,0.83653,0.52142,1.21417,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,5239.62,0.70056,0.5971,1.14793,0.94381,0.88393,0.94395,0.72942,0.84063,0.52425,1.21819,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,5277.28,0.68544,0.57987,1.13897,0.94393,0.88457,0.94505,0.73022,0.8403,0.53012,1.2193,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,5314.94,0.68988,0.58823,1.14612,0.92436,0.90462,0.94534,0.72855,0.83644,0.52306,1.21705,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,5352.79,0.68116,0.58662,1.14199,0.95189,0.87563,0.94381,0.73344,0.836,0.52315,1.21633,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,5390.62,0.67736,0.57664,1.12811,0.94768,0.88398,0.94888,0.73527,0.83509,0.52259,1.21822,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,5428.3,0.68113,0.57581,1.13859,0.92441,0.90311,0.94985,0.73603,0.83172,0.52363,1.21389,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,5466.14,0.67837,0.57624,1.13565,0.92949,0.89454,0.94701,0.73654,0.83476,0.52049,1.21679,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,5504.25,0.67113,0.56278,1.12538,0.93212,0.90839,0.9509,0.7395,0.83114,0.51779,1.21115,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,5542.01,0.67795,0.56338,1.13522,0.92417,0.90647,0.94586,0.73494,0.82509,0.51341,1.2071,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,5579.71,0.66547,0.56617,1.12819,0.9343,0.90018,0.94667,0.7337,0.83497,0.51702,1.22237,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,5617.41,0.66456,0.56456,1.13036,0.92998,0.90507,0.94732,0.7339,0.82846,0.51666,1.216,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,5655.43,0.6707,0.5637,1.1294,0.9427,0.89116,0.94579,0.73674,0.82696,0.51938,1.21304,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,5692.75,0.66791,0.55492,1.12661,0.93813,0.89576,0.94861,0.73784,0.82408,0.51331,1.20864,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,5730.32,0.66594,0.56099,1.11986,0.93201,0.89916,0.94718,0.73723,0.82721,0.51587,1.21075,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,5767.87,0.67047,0.55806,1.12101,0.93018,0.90534,0.94837,0.7395,0.8287,0.51668,1.2111,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,5804.92,0.65824,0.54795,1.11705,0.93112,0.90708,0.94782,0.73646,0.83144,0.5173,1.21538,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,5842.94,0.64828,0.53459,1.11185,0.94893,0.89438,0.95164,0.73828,0.8287,0.51147,1.21532,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,5880.41,0.66061,0.5509,1.11672,0.92951,0.91238,0.95029,0.73681,0.83348,0.51197,1.215,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,5917.82,0.65359,0.54229,1.11532,0.94128,0.89534,0.94808,0.73518,0.83372,0.50503,1.21601,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,5955.51,0.6505,0.53941,1.11414,0.94505,0.88743,0.94861,0.7336,0.8329,0.50642,1.21726,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,5992.9,0.65512,0.54627,1.11596,0.93197,0.90711,0.94994,0.73347,0.83282,0.50292,1.21879,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,6030.23,0.65709,0.53948,1.11865,0.94484,0.89427,0.94906,0.73505,0.83181,0.50468,1.21999,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,6067.78,0.64693,0.53841,1.11191,0.9595,0.88097,0.94777,0.73671,0.83292,0.50643,1.21938,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,6105.42,0.6411,0.53423,1.10895,0.92466,0.91065,0.94907,0.73541,0.83032,0.50654,1.21835,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,6142.87,0.63821,0.53255,1.10872,0.91944,0.91392,0.94633,0.7358,0.82966,0.50948,1.21764,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,6180.43,0.64509,0.53784,1.10791,0.91981,0.91381,0.94759,0.7369,0.8333,0.51073,1.21938,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,6217.69,0.64174,0.53034,1.10593,0.93756,0.89829,0.9482,0.73807,0.83321,0.50268,1.22211,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,6255.36,0.64366,0.5382,1.10663,0.95356,0.88785,0.94842,0.7384,0.83301,0.50486,1.22104,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,6292.65,0.64371,0.53635,1.10826,0.94415,0.89484,0.94886,0.73834,0.83293,0.50001,1.2201,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,6329.81,0.64153,0.52415,1.10496,0.94227,0.90341,0.94945,0.73901,0.83212,0.49901,1.21812,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,6367.06,0.63646,0.52082,1.10228,0.94478,0.89827,0.95013,0.74085,0.82867,0.49653,1.21732,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,6404.42,0.62719,0.51553,1.09793,0.92718,0.9133,0.9498,0.73672,0.82626,0.4981,1.21508,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,6441.87,0.63017,0.5195,1.10232,0.94895,0.89072,0.94836,0.73583,0.82879,0.49931,1.21986,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,6479.21,0.61847,0.50571,1.09459,0.95026,0.88816,0.94869,0.73555,0.82704,0.49918,1.21819,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,6516.69,0.62084,0.51512,1.0961,0.94511,0.89448,0.95033,0.73511,0.82496,0.49664,1.21417,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,6553.99,0.61663,0.50607,1.09367,0.93477,0.90566,0.95033,0.73643,0.82456,0.49876,1.21376,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,6591.61,0.62234,0.51614,1.09349,0.92523,0.91151,0.94805,0.73662,0.82473,0.49953,1.21466,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,6629.3,0.62145,0.50803,1.09703,0.93075,0.90409,0.94869,0.7373,0.82409,0.50115,1.21437,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,6667.09,0.62329,0.50535,1.09579,0.93961,0.89765,0.94664,0.73544,0.82192,0.50168,1.21192,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,6704.9,0.62176,0.5029,1.09294,0.93732,0.90262,0.94655,0.73606,0.82377,0.50368,1.21404,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,6742.65,0.61771,0.51128,1.09346,0.93916,0.90084,0.9472,0.73615,0.82556,0.50015,1.21571,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,6780.36,0.63022,0.51128,1.10172,0.93817,0.90121,0.94674,0.73622,0.82682,0.50255,1.21723,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,6818.06,0.6163,0.50629,1.09212,0.93727,0.8958,0.94555,0.73524,0.82385,0.50322,1.21513,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,6855.64,0.61001,0.49618,1.08859,0.93994,0.89124,0.94638,0.73653,0.82292,0.50262,1.21545,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,6893.22,0.60611,0.4941,1.08433,0.92805,0.90373,0.94654,0.737,0.8211,0.50016,1.21339,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,6931.01,0.60186,0.49008,1.08249,0.9374,0.90066,0.94621,0.73666,0.82235,0.50019,1.21553,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,6968.76,0.60114,0.48829,1.08338,0.94127,0.89368,0.94545,0.73606,0.8227,0.49986,1.21471,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,7006.61,0.59971,0.48687,1.08364,0.9414,0.89478,0.94614,0.73614,0.82233,0.49713,1.21501,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,7044.26,0.60084,0.48756,1.08125,0.94518,0.89514,0.94643,0.73748,0.82203,0.49866,1.21436,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,7082.02,0.59999,0.48381,1.08534,0.94387,0.89495,0.94734,0.73809,0.82087,0.49752,1.2127,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,7119.8,0.59335,0.4776,1.07906,0.94209,0.89727,0.94768,0.73818,0.82088,0.49813,1.21237,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,7158.08,0.58815,0.48374,1.07349,0.94853,0.89173,0.94697,0.73726,0.82207,0.49768,1.21465,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,7203.54,0.53071,0.35832,1.02297,0.95449,0.88831,0.94781,0.73726,0.8232,0.49703,1.21767,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,7240.85,0.51786,0.33815,1.01093,0.9391,0.89881,0.94867,0.73839,0.82279,0.49443,1.2186,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,7278.01,0.51445,0.33473,1.01397,0.93381,0.90812,0.94926,0.73824,0.8221,0.49301,1.21918,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,7315.56,0.50682,0.3267,1.00691,0.92794,0.90942,0.94916,0.73882,0.82257,0.49137,1.22092,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,7352.47,0.50404,0.32922,1.00474,0.92964,0.90931,0.94935,0.73848,0.82214,0.48872,1.22122,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,7389.32,0.49997,0.32499,1.00088,0.92459,0.91905,0.94905,0.73782,0.82213,0.48837,1.22205,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,7426.33,0.50054,0.32353,0.99643,0.92575,0.91927,0.94958,0.74017,0.82241,0.48834,1.2233,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,7463.56,0.49453,0.31868,0.99623,0.92412,0.91616,0.94978,0.73998,0.82267,0.48865,1.22381,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,7500.58,0.49666,0.32168,0.99576,0.93854,0.90465,0.94939,0.73893,0.8231,0.48867,1.22487,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,7537.66,0.49391,0.32265,1.0087,0.9419,0.90673,0.9495,0.73856,0.82297,0.48919,1.22529,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
