epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,500.514,1.30494,1.83567,1.71267,0.66077,0.58719,0.61234,0.38775,1.31339,1.62375,1.77702,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
13,542.435,1.2696,1.73203,1.68302,0.64043,0.59165,0.63994,0.40544,1.28656,1.51138,1.74942,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
14,582.799,1.26354,1.70181,1.662,0.71111,0.61342,0.67224,0.4344,1.28456,1.48701,1.72254,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
15,621.014,1.23294,1.65314,1.642,0.69069,0.63406,0.69798,0.46221,1.23099,1.42675,1.69023,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
16,658.577,1.22085,1.605,1.62353,0.69276,0.61353,0.69067,0.44615,1.27144,1.42692,1.71784,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
17,696.133,1.19212,1.55721,1.59935,0.71719,0.6186,0.70748,0.4659,1.22067,1.37646,1.63354,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
18,733.705,1.18886,1.53327,1.59938,0.72548,0.68225,0.74171,0.49752,1.18165,1.27495,1.61487,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
19,770.969,1.18152,1.48914,1.58583,0.74682,0.69403,0.77188,0.51732,1.15701,1.22152,1.58487,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
20,808.489,1.16404,1.45852,1.56718,0.73061,0.67092,0.74889,0.50263,1.17349,1.2998,1.60275,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
21,845.779,1.1392,1.4274,1.54104,0.77009,0.68746,0.78134,0.52836,1.1432,1.2197,1.56201,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,883.512,1.12602,1.37368,1.5311,0.79929,0.67222,0.77282,0.51343,1.1944,1.2274,1.57373,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,921.136,1.11644,1.37521,1.51891,0.81391,0.72719,0.80969,0.5531,1.09716,1.10992,1.50971,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,958.796,1.11393,1.34564,1.52174,0.80245,0.74443,0.81087,0.55642,1.10546,1.07146,1.50283,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,996.347,1.08911,1.29742,1.50412,0.82745,0.6677,0.79571,0.53328,1.18088,1.15031,1.56418,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,1033.97,1.08801,1.27576,1.49278,0.76824,0.75454,0.81292,0.56103,1.09645,1.0808,1.51574,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,1071.52,1.08251,1.27436,1.48609,0.76859,0.75491,0.82698,0.57038,1.09448,1.06806,1.50269,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,1109.07,1.06188,1.23403,1.46601,0.84918,0.72401,0.83295,0.57633,1.08719,1.05621,1.48706,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,1146.72,1.05653,1.21345,1.45777,0.80017,0.7538,0.82575,0.57577,1.07334,1.04098,1.47799,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,1184.21,1.06566,1.22879,1.46966,0.81306,0.77273,0.83549,0.57795,1.06609,0.99459,1.45396,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,1221.69,1.04503,1.1879,1.45169,0.82465,0.7643,0.84333,0.59168,1.07722,0.97752,1.47262,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,1259,1.02568,1.16906,1.43799,0.82417,0.75075,0.84306,0.59896,1.0312,0.98107,1.43848,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,1296.71,1.03284,1.17843,1.43754,0.84711,0.7536,0.84863,0.59985,1.03217,0.95655,1.43407,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,1334.19,1.02943,1.14587,1.43651,0.81534,0.79926,0.85855,0.60076,1.05131,0.956,1.45336,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,1371.62,1.00673,1.12409,1.41456,0.83315,0.77574,0.85134,0.59875,1.07361,0.94964,1.44587,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,1409.17,1.00736,1.12045,1.42214,0.84923,0.797,0.869,0.61281,1.03569,0.91728,1.42899,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,1446.8,1.01868,1.12829,1.4199,0.81682,0.7987,0.86132,0.6036,1.02957,0.91019,1.43722,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,1484.44,0.98081,1.07516,1.39525,0.84109,0.78789,0.8696,0.61323,1.01871,0.90637,1.41855,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,1521.9,1.00026,1.08981,1.41012,0.84851,0.79639,0.86979,0.61235,1.03545,0.89076,1.42789,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,1559.17,0.98648,1.06522,1.39462,0.84256,0.80031,0.87198,0.62928,0.99668,0.86334,1.39122,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,1596.75,0.96551,1.05263,1.38179,0.85696,0.79772,0.87318,0.6219,1.01134,0.88701,1.38784,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,1634.26,0.96493,1.04007,1.37825,0.87213,0.81334,0.88263,0.63819,0.98943,0.82651,1.38335,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,1671.64,0.94716,1.02239,1.36252,0.87234,0.81357,0.88986,0.63769,0.99137,0.82475,1.38421,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,1709.21,0.9656,1.03909,1.37884,0.87946,0.76806,0.86468,0.61099,1.06413,0.89417,1.43556,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,1746.51,0.95261,1.01842,1.37187,0.85278,0.81285,0.88166,0.63308,0.97927,0.81493,1.38881,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,1784.01,0.93933,0.99848,1.35478,0.86434,0.81627,0.88444,0.64191,0.98708,0.83556,1.38463,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,1821.29,0.94057,0.97904,1.35575,0.86662,0.82246,0.88754,0.64389,0.9782,0.80621,1.36157,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,1858.58,0.94896,0.98311,1.35378,0.87293,0.80398,0.87164,0.6319,1.01496,0.82645,1.38338,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,1895.94,0.93552,0.97919,1.34621,0.86309,0.84188,0.90147,0.65128,0.96385,0.79906,1.35394,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,1933.24,0.93299,0.97544,1.34576,0.8687,0.82979,0.89296,0.64382,0.99292,0.80473,1.35884,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,1970.54,0.92489,0.9562,1.33618,0.88397,0.83101,0.89878,0.65402,0.97768,0.77104,1.36159,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,2007.93,0.91569,0.94254,1.33456,0.915,0.81667,0.90099,0.65334,0.95961,0.75585,1.33735,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,2045.17,0.90399,0.91313,1.31672,0.88055,0.82377,0.88958,0.65028,0.97446,0.78223,1.36549,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,2082.71,0.90595,0.94383,1.32447,0.87462,0.8286,0.89777,0.64857,0.96368,0.76952,1.35552,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,2120.2,0.89529,0.93573,1.32124,0.89745,0.82776,0.90354,0.65838,0.96251,0.76435,1.34652,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,2157.79,0.90979,0.91777,1.32703,0.89449,0.82628,0.90286,0.66017,0.93327,0.74752,1.31865,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,2195.65,0.90126,0.90664,1.32312,0.90178,0.82687,0.90089,0.66451,0.95942,0.73874,1.3336,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,2232.98,0.89187,0.90662,1.31685,0.88535,0.82139,0.89203,0.65806,0.94622,0.75336,1.33075,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,2271.11,0.893,0.89215,1.30497,0.8978,0.8377,0.91013,0.67362,0.9566,0.72523,1.33211,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,2307.85,0.88793,0.88294,1.31179,0.90435,0.83466,0.91325,0.67052,0.93446,0.69925,1.3001,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,2345.15,0.89698,0.88684,1.30968,0.89187,0.8582,0.91682,0.67072,0.94086,0.69724,1.30804,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,2380.74,0.87694,0.87679,1.29408,0.90697,0.83422,0.91269,0.67378,0.92503,0.69402,1.30613,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,2418.17,0.86848,0.85222,1.28718,0.88789,0.8497,0.91279,0.67307,0.93359,0.70323,1.30406,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,2455.23,0.86325,0.85244,1.28602,0.9058,0.85129,0.91257,0.68372,0.92182,0.69157,1.30067,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,2492.79,0.87262,0.85859,1.29358,0.89537,0.83858,0.90953,0.67713,0.92408,0.71357,1.29663,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,2531.31,0.87792,0.86429,1.29612,0.88983,0.85864,0.91395,0.67821,0.94448,0.69322,1.31278,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,2567.63,0.85056,0.8344,1.27679,0.89013,0.87113,0.91542,0.68421,0.9236,0.68448,1.29942,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,2603.67,0.86698,0.85144,1.28251,0.92321,0.83542,0.91031,0.68144,0.91631,0.68887,1.29061,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,2639.48,0.84721,0.82764,1.27202,0.89742,0.83826,0.91314,0.67947,0.92148,0.68638,1.29439,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,2675.19,0.85493,0.83036,1.2762,0.90344,0.86327,0.92216,0.68376,0.92651,0.66019,1.30193,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,2711.32,0.84421,0.80901,1.273,0.90084,0.86938,0.92378,0.68369,0.9263,0.66592,1.30192,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,2751.24,0.84865,0.80766,1.27394,0.93527,0.85384,0.9237,0.69073,0.9124,0.64991,1.28449,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,2791.74,0.84071,0.81986,1.26839,0.90265,0.87501,0.92621,0.68786,0.93091,0.65814,1.29915,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,2828,0.83976,0.78434,1.25678,0.90829,0.85997,0.92278,0.69294,0.90203,0.65099,1.28128,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,2865.26,0.83181,0.78862,1.25338,0.90736,0.86549,0.92652,0.69074,0.91269,0.64344,1.28811,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,2902.52,0.83082,0.78682,1.2553,0.90146,0.86243,0.92524,0.70022,0.89912,0.63192,1.28393,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,2939.54,0.83202,0.7881,1.25605,0.91478,0.84952,0.91889,0.69031,0.91686,0.65072,1.29434,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,2977.02,0.8328,0.78319,1.25395,0.92914,0.85471,0.92642,0.69452,0.90688,0.65006,1.2898,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,3014,0.82507,0.7752,1.24884,0.90848,0.86101,0.92809,0.69761,0.89806,0.6405,1.27591,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,3050.98,0.82974,0.7732,1.25504,0.9201,0.84575,0.91778,0.6904,0.92676,0.64461,1.29131,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,3087.04,0.81478,0.75968,1.24272,0.90705,0.86191,0.91655,0.69368,0.90613,0.65282,1.27791,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,3123.95,0.80143,0.76544,1.23172,0.90182,0.87404,0.92735,0.69552,0.90335,0.63302,1.26426,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,3161.81,0.81209,0.7644,1.24022,0.92031,0.86851,0.93492,0.70768,0.89687,0.61227,1.27001,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,3198.74,0.82165,0.76507,1.24483,0.90655,0.87977,0.932,0.70635,0.88108,0.61475,1.25703,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,3236.69,0.82168,0.75874,1.24586,0.92219,0.85878,0.93263,0.70299,0.88864,0.62057,1.26328,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,3273.24,0.80511,0.74554,1.23766,0.9095,0.87491,0.93078,0.70647,0.86721,0.61565,1.2484,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,3311.38,0.79443,0.74522,1.22671,0.92053,0.88282,0.93381,0.70197,0.89291,0.60537,1.26441,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,3347.86,0.80034,0.72454,1.22462,0.92328,0.86822,0.93065,0.7045,0.88305,0.61312,1.25762,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,3384.84,0.7994,0.73916,1.22863,0.92176,0.8872,0.93622,0.71466,0.85829,0.6045,1.23501,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,3422.22,0.80263,0.73585,1.2277,0.93118,0.86871,0.93248,0.70972,0.8762,0.60552,1.24481,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,3459.47,0.79755,0.72691,1.22391,0.92763,0.87304,0.9311,0.71513,0.86357,0.59661,1.2434,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,3496.1,0.78994,0.71149,1.21802,0.92152,0.86541,0.93325,0.71187,0.87287,0.60311,1.25045,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,3532.06,0.78732,0.7154,1.22146,0.92408,0.8678,0.93078,0.71102,0.8747,0.59723,1.24448,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,3568.29,0.77694,0.70171,1.20801,0.93827,0.87046,0.93803,0.71334,0.88268,0.57932,1.25168,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,3604.28,0.78133,0.71377,1.21032,0.93012,0.87693,0.93506,0.71048,0.87553,0.58437,1.24585,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,3641.57,0.76841,0.6978,1.20372,0.90598,0.88104,0.93439,0.7119,0.86912,0.59557,1.24662,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,3678.68,0.78205,0.70478,1.2194,0.91783,0.88742,0.93408,0.70775,0.87766,0.58235,1.24677,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,3715.83,0.78607,0.70981,1.21516,0.93419,0.86467,0.9333,0.71209,0.86878,0.59751,1.24107,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,3752.76,0.77959,0.69251,1.21152,0.92486,0.88324,0.93563,0.71762,0.87469,0.57821,1.24923,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,3789.53,0.77643,0.69664,1.20681,0.93807,0.86234,0.93508,0.71348,0.86491,0.5885,1.23754,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,3826.06,0.78145,0.6928,1.20509,0.92182,0.8797,0.93293,0.71141,0.8632,0.58457,1.2326,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,3862.3,0.76424,0.69398,1.2031,0.91903,0.87344,0.93207,0.71516,0.858,0.58468,1.24096,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,3899.45,0.75648,0.68517,1.19321,0.93961,0.87873,0.93692,0.71481,0.86001,0.57398,1.23808,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,3937.27,0.76515,0.67241,1.20132,0.94201,0.87107,0.93855,0.7196,0.86572,0.57266,1.23943,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,3974.89,0.76218,0.67245,1.19805,0.90281,0.90036,0.93925,0.71338,0.87844,0.58174,1.25206,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,4012.07,0.75981,0.67128,1.19029,0.9377,0.87799,0.94049,0.72338,0.86114,0.56312,1.23854,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,4048.63,0.74685,0.65543,1.18657,0.91691,0.8891,0.94203,0.71911,0.86873,0.5616,1.24808,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,4085.14,0.74731,0.66028,1.19101,0.91877,0.88979,0.94523,0.72376,0.8687,0.56247,1.24254,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,4121.65,0.75992,0.68026,1.18942,0.92148,0.87923,0.93542,0.71639,0.85534,0.57207,1.23752,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,4159.49,0.75298,0.66458,1.18659,0.92609,0.88094,0.93612,0.7211,0.85116,0.5725,1.23394,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,4197.62,0.73675,0.65327,1.17502,0.92874,0.89032,0.93803,0.72209,0.85144,0.56209,1.23138,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,4234.91,0.74112,0.65673,1.18294,0.92428,0.87262,0.93893,0.71884,0.85894,0.5546,1.23861,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,4272.19,0.74966,0.67145,1.1881,0.9275,0.88138,0.94166,0.72515,0.85069,0.55617,1.21972,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,4309.86,0.74223,0.65558,1.17961,0.92747,0.87834,0.94025,0.72341,0.86229,0.55756,1.23672,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,4347.72,0.73531,0.64964,1.17915,0.92392,0.88532,0.9439,0.72486,0.85525,0.54063,1.23433,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,4384.65,0.74111,0.64886,1.18764,0.92414,0.89402,0.94377,0.72668,0.84821,0.55144,1.22769,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,4421.51,0.72869,0.63006,1.17398,0.92084,0.90094,0.94578,0.72804,0.84488,0.53907,1.2247,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,4459.08,0.73319,0.64207,1.17218,0.91495,0.89632,0.94407,0.72406,0.85709,0.53217,1.23239,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,4495.65,0.72235,0.63118,1.16567,0.92412,0.89991,0.94679,0.7213,0.86369,0.53226,1.23651,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,4532.03,0.73492,0.62887,1.17226,0.93226,0.89393,0.94313,0.72051,0.85865,0.53506,1.23939,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,4568.06,0.72034,0.61715,1.16677,0.95304,0.87309,0.94312,0.7224,0.85928,0.5302,1.2373,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,4604.36,0.72142,0.62688,1.16825,0.92721,0.88483,0.94301,0.72468,0.84478,0.53194,1.22371,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,4641.93,0.71682,0.62046,1.16504,0.93309,0.87161,0.93796,0.72042,0.85678,0.54774,1.23597,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,4678.84,0.7186,0.62641,1.16578,0.92926,0.88561,0.94235,0.72306,0.84792,0.54339,1.22873,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,4715.88,0.71438,0.6198,1.16231,0.91453,0.90417,0.94241,0.72231,0.85415,0.54831,1.23976,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,4752.89,0.71275,0.61603,1.16029,0.94537,0.87687,0.94242,0.7251,0.8501,0.54355,1.23406,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,4789.63,0.71408,0.61728,1.16212,0.94048,0.88695,0.9411,0.72218,0.85275,0.54989,1.23368,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,4824.88,0.70319,0.60191,1.15177,0.93743,0.89721,0.94055,0.72205,0.85885,0.54777,1.23589,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,4861.24,0.70764,0.60997,1.15315,0.9452,0.88925,0.94488,0.72885,0.84707,0.53296,1.22238,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,4898.87,0.70776,0.59905,1.15025,0.94275,0.89193,0.94768,0.73144,0.8405,0.52781,1.21333,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,4936.97,0.70162,0.60535,1.14704,0.94541,0.89114,0.94754,0.73205,0.843,0.52742,1.21676,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,4974.47,0.69565,0.59953,1.15003,0.93691,0.89615,0.94222,0.72868,0.85368,0.53123,1.23128,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,5012.14,0.69926,0.59561,1.14908,0.93741,0.89132,0.94857,0.72984,0.84797,0.53203,1.2241,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,5050.19,0.69593,0.59212,1.14984,0.91029,0.91363,0.94706,0.73161,0.83988,0.53314,1.22187,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,5087.97,0.69397,0.59327,1.14516,0.94077,0.89174,0.94467,0.72776,0.84382,0.52405,1.22638,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
