epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
135,5017.41,0.85675,0.74749,1.29277,0.91772,0.90141,0.94345,0.69625,0.91752,0.57449,1.28224,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,5053.99,0.8657,0.7467,1.29665,0.92705,0.8917,0.94001,0.69402,0.92633,0.57526,1.2885,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,5090.32,0.8627,0.75091,1.29696,0.91545,0.90524,0.9406,0.69293,0.93482,0.5778,1.29132,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,5128.36,0.88067,0.75217,1.3063,0.92018,0.90177,0.94074,0.69636,0.92819,0.57196,1.28968,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,5163.87,0.8647,0.74708,1.29725,0.93124,0.88542,0.93781,0.69422,0.92786,0.57586,1.29267,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,5199.69,0.85458,0.73244,1.28705,0.9233,0.89902,0.94169,0.69743,0.91787,0.56739,1.28379,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,5236.6,0.8553,0.73174,1.29093,0.91775,0.89583,0.93931,0.6968,0.92091,0.56907,1.28371,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,5273.23,0.86205,0.74302,1.29646,0.92478,0.88845,0.93782,0.69711,0.92495,0.56961,1.29135,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,5310.62,0.85209,0.73134,1.28652,0.9386,0.89018,0.93909,0.70074,0.91995,0.55522,1.28719,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,5345.95,0.8499,0.72987,1.29568,0.9384,0.8871,0.93726,0.70425,0.90675,0.55567,1.2778,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,5382.21,0.84813,0.72278,1.28302,0.93004,0.88914,0.93958,0.70553,0.90456,0.56268,1.27295,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,5418.09,0.84943,0.72285,1.2807,0.91911,0.88968,0.93605,0.70423,0.90089,0.56216,1.27214,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,5454.9,0.84375,0.71996,1.28254,0.90248,0.90432,0.93912,0.70862,0.90317,0.56189,1.27572,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,5491.32,0.84254,0.71994,1.28157,0.93743,0.88591,0.93988,0.71292,0.90182,0.56263,1.27457,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,5528.65,0.83932,0.72331,1.28048,0.93814,0.88765,0.94204,0.71213,0.89954,0.55651,1.26788,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,5565.48,0.84049,0.70857,1.27907,0.93447,0.88805,0.94051,0.71292,0.89531,0.56062,1.26602,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,5602.14,0.8406,0.71281,1.281,0.92803,0.89382,0.94253,0.71211,0.89404,0.56174,1.26279,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,5638.47,0.83419,0.70586,1.27687,0.93103,0.89354,0.94241,0.71188,0.89465,0.55917,1.26208,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,5673.98,0.84505,0.7061,1.27329,0.93605,0.88855,0.94238,0.71198,0.89421,0.55585,1.25905,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,5709.86,0.8391,0.70506,1.26884,0.93447,0.8828,0.94046,0.71303,0.89379,0.55438,1.26243,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,5746.49,0.8259,0.69641,1.26533,0.94322,0.87985,0.94078,0.71425,0.89776,0.5596,1.26727,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,5783.61,0.83169,0.69838,1.26638,0.94897,0.88116,0.9403,0.71477,0.89368,0.55578,1.26327,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,5820.22,0.82722,0.69657,1.26695,0.91908,0.89615,0.9383,0.71458,0.89092,0.55286,1.26025,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,5855.95,0.82641,0.68741,1.26491,0.9324,0.89143,0.939,0.71195,0.89221,0.55876,1.26422,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,5893.14,0.81971,0.68911,1.25796,0.92345,0.8968,0.93836,0.71126,0.89362,0.55173,1.2646,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,5928.67,0.82491,0.68695,1.25846,0.93118,0.88971,0.9362,0.71198,0.89455,0.55329,1.26908,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,5966,0.82763,0.69157,1.26409,0.93405,0.89087,0.93787,0.71151,0.89599,0.55315,1.26955,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,6002.08,0.81758,0.6825,1.25765,0.92919,0.8908,0.9378,0.71278,0.89651,0.54862,1.27312,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,6038.44,0.81568,0.67376,1.25756,0.92502,0.89908,0.94069,0.7148,0.89542,0.55219,1.26904,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,6075.59,0.81899,0.68805,1.25752,0.92721,0.89826,0.94041,0.71337,0.89428,0.54925,1.26958,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,6112.6,0.80951,0.66816,1.24888,0.93084,0.88813,0.94115,0.71214,0.89354,0.54924,1.26773,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,6149.28,0.81053,0.66927,1.25062,0.93501,0.89091,0.94193,0.71234,0.89493,0.5471,1.26737,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,6185.05,0.82179,0.68108,1.2606,0.93518,0.89382,0.94546,0.71415,0.89233,0.54888,1.26409,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,6221.42,0.81357,0.67965,1.25563,0.92565,0.90324,0.94536,0.71535,0.8931,0.54895,1.26554,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,6257.03,0.808,0.66351,1.24561,0.92308,0.90926,0.94557,0.7171,0.89117,0.54603,1.26266,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,6293.04,0.79668,0.66543,1.24442,0.93149,0.90138,0.94409,0.71741,0.89083,0.5467,1.26123,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,6330.66,0.79379,0.669,1.24181,0.9211,0.9064,0.9439,0.71905,0.88989,0.5501,1.26026,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,6367.62,0.78762,0.65136,1.23723,0.93146,0.89795,0.94457,0.71636,0.89026,0.55007,1.25953,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,6405.57,0.79431,0.65773,1.24134,0.93016,0.90204,0.94463,0.71514,0.88965,0.54892,1.25959,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,6442.57,0.79029,0.65564,1.23853,0.93214,0.89756,0.94321,0.7156,0.88906,0.54714,1.25937,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,6479.63,0.79502,0.65897,1.23746,0.94343,0.8921,0.94294,0.71485,0.89007,0.54807,1.26283,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,6515.46,0.79325,0.65674,1.24333,0.94396,0.89183,0.94245,0.71664,0.89103,0.54665,1.26455,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,6551.67,0.7976,0.6547,1.24348,0.93797,0.89674,0.94256,0.71625,0.89011,0.54714,1.26275,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,6588.02,0.79084,0.64889,1.23551,0.93723,0.8978,0.941,0.7161,0.8881,0.54416,1.26103,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,6624.89,0.78292,0.64629,1.23212,0.93005,0.89823,0.9385,0.71841,0.88829,0.54203,1.26273,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,6661.91,0.79206,0.65077,1.23946,0.93172,0.89751,0.93834,0.71801,0.88914,0.54184,1.26278,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,6698.49,0.78371,0.64297,1.22991,0.9358,0.89056,0.93668,0.71611,0.88999,0.54517,1.26341,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,6735.86,0.78377,0.64219,1.23151,0.94638,0.8899,0.93823,0.71615,0.88957,0.54419,1.26304,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,6771.6,0.7757,0.63835,1.22757,0.94926,0.88753,0.93855,0.71502,0.88978,0.5443,1.2634,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,6808.21,0.77146,0.62805,1.22675,0.9517,0.88649,0.93749,0.7158,0.88926,0.54415,1.26188,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,6844.99,0.77456,0.637,1.22861,0.94692,0.89516,0.9401,0.71581,0.8884,0.54255,1.26035,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,6882.57,0.772,0.63545,1.22512,0.94586,0.89192,0.93936,0.71649,0.88751,0.5412,1.25964,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,6919.43,0.76972,0.63019,1.22228,0.94715,0.89233,0.94212,0.71552,0.88843,0.54084,1.26072,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,6956.11,0.77362,0.63057,1.23045,0.9443,0.89608,0.94171,0.71652,0.88963,0.54207,1.26091,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,6993.18,0.7688,0.6254,1.2262,0.93824,0.89889,0.94084,0.71699,0.88877,0.54282,1.26003,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,7029.07,0.75115,0.6171,1.20829,0.93855,0.8993,0.94066,0.71656,0.88823,0.54332,1.25983,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,7072.85,0.70949,0.46208,1.18906,0.92927,0.90392,0.94143,0.71629,0.88811,0.54488,1.2611,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,7109.29,0.68607,0.42457,1.17631,0.94428,0.89115,0.94162,0.7149,0.88841,0.54359,1.2606,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,7146.11,0.68762,0.42357,1.16976,0.94339,0.89264,0.94078,0.71691,0.8889,0.5432,1.26176,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,7183.4,0.66843,0.41268,1.15849,0.9417,0.89207,0.94118,0.71702,0.88815,0.54372,1.26145,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,7219.87,0.67394,0.41683,1.16318,0.93752,0.89498,0.93964,0.71686,0.88617,0.54525,1.25916,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,7257.24,0.66694,0.41256,1.15703,0.9418,0.89245,0.93946,0.71693,0.88572,0.5455,1.2584,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,7293.55,0.67384,0.40852,1.15693,0.94415,0.89084,0.94073,0.71766,0.88576,0.54439,1.25804,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,7330.91,0.66884,0.40671,1.16061,0.94727,0.8915,0.94103,0.71887,0.88561,0.54303,1.25835,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,7366.68,0.66747,0.40936,1.15828,0.94704,0.8901,0.94148,0.71938,0.88517,0.54265,1.25765,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,7402.83,0.65482,0.40436,1.15131,0.95278,0.88949,0.94175,0.72031,0.88511,0.54375,1.25781,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
