epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,465.412,1.309,1.84211,1.74097,0.68177,0.612,0.67027,0.43081,1.28463,1.48398,1.76924,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
12,504.121,1.27398,1.76643,1.70184,0.6934,0.61738,0.66664,0.43519,1.29499,1.49531,1.7594,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
13,543.913,1.24955,1.71047,1.67785,0.66992,0.61913,0.68165,0.44821,1.2401,1.46832,1.73792,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
14,582.782,1.23552,1.64997,1.65821,0.70119,0.63064,0.69015,0.44933,1.27705,1.46326,1.76248,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
15,621.951,1.21938,1.61704,1.63842,0.72876,0.64969,0.71482,0.4687,1.24906,1.33827,1.68957,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
16,661.422,1.18371,1.55299,1.61101,0.75312,0.67597,0.74728,0.49716,1.17663,1.29785,1.62383,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
17,700.767,1.18228,1.53432,1.59814,0.77042,0.62898,0.73947,0.4936,1.19396,1.38389,1.65187,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
18,740.127,1.15999,1.49634,1.57631,0.78129,0.66252,0.76181,0.51403,1.17198,1.20291,1.60013,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
19,780.609,1.12866,1.44075,1.55793,0.71479,0.67449,0.72914,0.47866,1.21255,1.27032,1.65435,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
20,820.115,1.12731,1.42709,1.54817,0.76067,0.71206,0.78404,0.53265,1.12931,1.16408,1.57264,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
21,859.702,1.14095,1.40757,1.55704,0.79673,0.71453,0.79326,0.54137,1.10976,1.11868,1.53393,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,899.09,1.09568,1.35113,1.51476,0.77548,0.72107,0.79679,0.54362,1.11359,1.1184,1.53428,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,938.903,1.11259,1.32837,1.51654,0.77507,0.70118,0.78068,0.52862,1.15102,1.15408,1.56216,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,977.694,1.10167,1.31911,1.51195,0.75707,0.72689,0.79651,0.54671,1.10362,1.12949,1.52454,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,1017.73,1.07108,1.27007,1.49287,0.75091,0.73441,0.80592,0.56205,1.08131,1.08566,1.50876,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,1058.3,1.06611,1.24453,1.48768,0.78984,0.7137,0.81765,0.56599,1.09503,1.04796,1.52845,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,1096.31,1.05555,1.22914,1.47222,0.84031,0.76742,0.84499,0.58902,1.06735,0.9702,1.47789,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,1136,1.04555,1.22084,1.47052,0.80379,0.75342,0.83114,0.58301,1.04763,1.03365,1.44936,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,1176.36,1.03746,1.19077,1.45602,0.80523,0.75153,0.82842,0.59098,1.01868,0.97781,1.4319,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,1214.95,1.04338,1.19929,1.46076,0.80208,0.75133,0.82211,0.57387,1.06759,1.01628,1.47318,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,1254.05,1.04126,1.17485,1.45533,0.7938,0.76675,0.82917,0.57692,1.04855,0.97323,1.46063,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,1294.63,1.01353,1.14455,1.42992,0.8256,0.77309,0.85118,0.59718,1.03397,0.9455,1.44889,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,1334.3,1.02304,1.14656,1.44313,0.85376,0.78996,0.86284,0.61113,1.02003,0.92981,1.4378,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,1373.56,1.0186,1.1567,1.43339,0.82681,0.79867,0.85465,0.61248,1.00893,0.89651,1.41657,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,1413.03,0.98592,1.09692,1.41768,0.8623,0.7896,0.86961,0.61961,1.00554,0.88815,1.41226,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,1452.82,0.99377,1.08645,1.41027,0.83057,0.79633,0.86239,0.60378,1.04444,0.9011,1.44487,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,1492.64,0.98027,1.08719,1.40102,0.8615,0.78889,0.86199,0.61696,1.01522,0.90082,1.42139,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,1531.95,0.97984,1.05644,1.40141,0.85097,0.79671,0.86937,0.62649,0.99286,0.87512,1.41296,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,1572.5,0.97672,1.0682,1.39666,0.8398,0.7981,0.86266,0.62481,1.00551,0.89982,1.41654,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,1611.55,0.98251,1.06771,1.40738,0.84044,0.81062,0.87325,0.6284,0.99731,0.85931,1.40295,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,1651.31,0.96465,1.03837,1.39002,0.84553,0.8225,0.87579,0.63303,0.98134,0.84931,1.3839,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,1691.64,0.95572,1.02458,1.38284,0.88694,0.79454,0.88602,0.63881,0.98935,0.80843,1.38446,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,1731.85,0.94399,0.99168,1.36767,0.84471,0.80265,0.8766,0.62697,0.99189,0.86176,1.38561,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,1771.22,0.95582,0.99951,1.37833,0.88778,0.82018,0.88853,0.63982,0.97726,0.81265,1.3768,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,1812.21,0.92495,0.96839,1.35721,0.86489,0.82517,0.88956,0.63993,0.97977,0.79524,1.38719,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,1852.86,0.93411,0.96642,1.35673,0.87949,0.81282,0.89135,0.64275,0.98682,0.80155,1.37467,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,1893.14,0.94724,0.97978,1.36912,0.88739,0.80888,0.88548,0.64481,0.98013,0.80394,1.36998,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,1932.68,0.91857,0.94555,1.34391,0.88931,0.8153,0.89502,0.64528,0.98199,0.78324,1.36365,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,1973.88,0.92806,0.9476,1.35033,0.865,0.83424,0.89763,0.65189,0.97119,0.75905,1.35253,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,2013.06,0.91166,0.93576,1.33833,0.89827,0.81986,0.90194,0.66026,0.95937,0.7495,1.35293,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,2053.24,0.9077,0.93758,1.33234,0.88997,0.81986,0.89602,0.65485,0.95791,0.75062,1.36473,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,2094.24,0.90453,0.93189,1.33769,0.86988,0.84483,0.89925,0.66146,0.94117,0.75866,1.33486,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,2133.4,0.90462,0.92048,1.32888,0.88866,0.83097,0.89667,0.6527,0.94686,0.7488,1.34838,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,2173.79,0.91294,0.91787,1.33509,0.88673,0.84434,0.90973,0.6721,0.9342,0.74423,1.32654,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,2215.84,0.90014,0.90105,1.32556,0.8994,0.83132,0.90696,0.67224,0.94282,0.74028,1.32674,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,2255.31,0.88616,0.87728,1.31441,0.88745,0.82211,0.90036,0.66289,0.94716,0.75498,1.32893,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,2296.93,0.87679,0.88269,1.31082,0.88513,0.85016,0.90901,0.66978,0.93029,0.72331,1.32145,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,2337.42,0.88741,0.88235,1.3042,0.90628,0.83343,0.90796,0.67426,0.934,0.72917,1.32724,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,2377.92,0.88729,0.88606,1.32042,0.87756,0.84735,0.90607,0.67336,0.93104,0.73611,1.32179,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,2417.85,0.87656,0.86776,1.30191,0.87474,0.84359,0.90074,0.67001,0.91591,0.72214,1.29421,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,2457.47,0.87472,0.85947,1.30091,0.90573,0.83716,0.91192,0.67281,0.92619,0.69495,1.31733,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,2498.4,0.86153,0.84735,1.29328,0.90426,0.83183,0.90998,0.67507,0.93374,0.70629,1.32266,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,2539.63,0.86903,0.85418,1.29624,0.89499,0.83896,0.90529,0.67043,0.93962,0.70017,1.31728,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,2578.98,0.8595,0.83388,1.28971,0.90243,0.84843,0.9096,0.67851,0.90128,0.69332,1.29244,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,2619.48,0.86513,0.85118,1.2899,0.90534,0.83596,0.91191,0.68742,0.90196,0.68688,1.29054,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,2659.72,0.85309,0.81949,1.28552,0.91607,0.84175,0.90577,0.67773,0.92407,0.70245,1.32055,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,2698.64,0.85691,0.82844,1.28461,0.92151,0.8478,0.91128,0.6843,0.91197,0.69735,1.29965,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,2739.78,0.86152,0.82155,1.28895,0.89827,0.84812,0.91278,0.68876,0.89755,0.67213,1.29196,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,2780.2,0.84993,0.8115,1.27811,0.91192,0.84004,0.91369,0.68999,0.91939,0.6841,1.29011,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,2819.63,0.82877,0.78644,1.26305,0.92917,0.85516,0.91955,0.68854,0.90215,0.66502,1.2834,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,2859.61,0.84499,0.79727,1.27323,0.90474,0.85707,0.91734,0.68883,0.90518,0.66008,1.28829,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,2900.27,0.84177,0.80192,1.26848,0.9317,0.85192,0.91871,0.68988,0.90274,0.66112,1.29066,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,2940.44,0.83127,0.78022,1.26197,0.92748,0.86544,0.92683,0.69044,0.91981,0.64948,1.28258,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,2980.29,0.84175,0.7955,1.27226,0.91996,0.85741,0.92532,0.69443,0.8972,0.655,1.27961,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
